	0271107-B	*COM* WORM WHEEL		QIHOLD	stop	0.00	0.00	0.00
	0271129-212	OUTER TUBE ALU MACH 212 MM		QIHOLD	stop	0.00	0.00	0.00
	0633355-A	Top Frame Outer profile SC		QI	403751A	-1,246.00	-1,246.00	-138.06
	0634118-A36-460	MIDDLE PROFILE DL12A PLATINUM		QIHOLD	stop	0.00	0.00	0.00
	0964497-1320	JOERNS CB6/LA27 CABLE-1320MM		QI	304382A	-717.00	-717.00	-849.52
	3430006-314.5-01	INNER TUBE LA27 L=314.5 MM		QI	163391a	-10.00	-10.00	-14.59
	3430006-341.5-05	INNER TUBE LA27 L=341.5 MM		QIHOLD	stop	1.00	1.00	1.37
	3430016-560.5-05	INNER TUBE LA27 L=560.5MM		QIHOLD	stop	0.00	0.00	0.07
	SC00-U003-00	STAFF CONTROLLER-BASIC AMERICA		QI	stop	0.00	0.00	0.00
14668662	SC00-U003-00	STAFF CONTROLLER-BASIC AMERICA	8/1/2009	QI	stop	0.00	0.00	0.00
18245031	00DP009	FRONT COVER DP-009	4/16/2012	QIHOLD	stop	0.00	0.00	0.00
19485009	3430006-314.5-01	INNER TUBE LA27 L=314.5 MM	3/8/2013	QI	163391a	15.00	15.00	21.89
20464895	3430006-314.5-01	INNER TUBE LA27 L=314.5 MM		QI	163391a	-5.00	-5.00	-7.30
22502775	0964497-1320	JOERNS CB6/LA27 CABLE-1320MM		QI	304382A	-2,160.00	-2,160.00	-2,681.30
22502775	0964497-1320	JOERNS CB6/LA27 CABLE-1320MM	8/6/2015	QI	304382A	2,277.00	2,277.00	2,697.80
22502798	0964497-1320	JOERNS CB6/LA27 CABLE-1320MM	8/6/2015	QI	304382A	600.00	600.00	710.88
24299239	0633355-A	Top Frame Outer profile SC	9/7/2016	QI	403751A	1,246.00	1,246.00	139.56
24362977	0441102-C	BACK FIXTURE LA44-HILLROM	8/29/2016	QIHOLD	stop	0.00	0.00	0.01
24367104	SMLDPSC-U002-00-B	SML-ADVANCED OLOGY SWITCH	7/14/2016	QIHOLD	382625A	98.00	98.00	1,273.22
24388742	0964842-B	ALLEN MEDICAL DIN CABLE	10/24/2016	QIHOLD	413710A	49.00	49.00	48.57
24392414	0441102-C	BACK FIXTURE LA44-HILLROM	11/2/2016	QIHOLD	stop	0.00	0.00	0.00
24485210	0021044	LA31 STEEL TUBE 30X2-DIN2394-C	5/4/2017	QIHOLD	stop	426.00	426.00	886.09
24504713	0441102-C	BACK FIXTURE LA44-HILLROM	10/26/2016	QIHOLD	stop	0.00	0.00	0.00
24534136	0441102-C	BACK FIXTURE LA44-HILLROM	11/15/2016	QIHOLD	stop	0.00	0.00	0.00
24591501	0441102-C	BACK FIXTURE LA44-HILLROM	10/12/2016	QIHOLD	stop	0.00	0.00	0.00
24591511	0441102-C	BACK FIXTURE LA44-HILLROM	10/26/2016	QIHOLD	stop	0.00	0.00	0.00
24686093	0441102-C	BACK FIXTURE LA44-HILLROM	11/9/2016	QIHOLD	stop	0.00	0.00	0.00
24849980	3420019-285-01	OUTER TUBE L=285 GREY	11/11/2016	QIHOLD	stop	2.00	2.00	2.66
24851124	3420019-150-01	OUTER TUBE L=150  GREY	11/11/2016	QIHOLD	stop	1.00	1.00	1.97
24873517	DPSC-U002-00	OLOGY ADVANCED SWITCH	11/8/2016	QIHOLD	415052A	133.00	133.00	1,727.94
24882898	00940020	MOUNTING BRACKET JUMBO	1/16/2017	QIHOLD	stop	3.00	3.00	4.23
24892815	DPSC-U002-00	OLOGY ADVANCED SWITCH	11/8/2016	QIHOLD	415050A	96.00	96.00	1,242.39
24938483	0311608-A	PLASTIC GLIDING WASHER	2/22/2017	QIHOLD	stop	2,133.00	2,133.00	162.77
25001663	3420019-285-01	OUTER TUBE L=285 GREY	12/16/2016	QIHOLD	stop	1.00	1.00	2.45
25019051	0634120-A125-469	DL12A OUTER PROFILE BLACK	12/7/2016	QIHOLD	458236A	6.00	0.00	38.91
25019244	SMLDPSC-U002-00-B	SML-ADVANCED OLOGY SWITCH	3/6/2017	QIHOLD	382625A	40.00	40.00	358.83
25021960	0634120-A125-469	DL12A OUTER PROFILE BLACK	12/9/2016	QIHOLD	458236A	22.00	0.00	140.51
25042253	0271130-D	TOPPART IP66 RAL 7016 MINI FIT	2/24/2017	QIHOLD	stop	19.00	19.00	3.86
25059082	0964665-A	MICROFIT TO RIGHT ANGLE JACK	5/15/2017	QIHOLD	466990A	100.00	100.00	65.63
25074205	0648669-A120-594	DL56 OUTER PROFILE - SILVER	3/13/2017	QIHOLD	450151A	60.00	0.00	387.68
25078951	0728025	S7.2 RH STRAIGHT CONN, BLACK	1/30/2017	QIHOLD	stop	1.00	1.00	7.56
25099580	0648553-A01-635	INNER PROFILE - DL5-BLACK	1/4/2017	QIHOLD	stop	1.00	1.00	6.85
25146075	0648553-A22-635	INNER PROFILE - DL5-WHITE	1/12/2017	QIHOLD	stop	1.00	1.00	8.13
25165651	3420138-274	LA44 Kanban OT    STANDARD	1/11/2017	QI	467528A	3.00	3.00	5.32
25179627	0648553-A120-635	INNER PROFILE - DL5-SILVER	3/23/2017	QIHOLD	stop	3.00	3.00	23.66
25189709	0728089	S7.1-51.5" STRTCHR STRT-PLAT	1/17/2017	QIHOLD	stop	3.00	3.00	54.93
25194375	0728002	S7- 26" FOOT, PLATINUM	2/9/2017	QI	455274A	1.00	1.00	24.20
25216889	0633099-D	DL12 MIDDLE SLIDE	3/21/2017	QIHOLD	stop	13,728.00	13,728.00	401.02
25230296	0728040	S7-32" FOOT ASY-LH CORNER-PLAT	2/16/2017	QIHOLD	448474A	2.00	2.00	77.21
25246611	0311608-A	PLASTIC GLIDING WASHER	5/11/2017	QIHOLD	stop	5,000.00	5,000.00	377.46
25246613	034310-A	SAFETY NUT TR16x12	3/10/2017	QIHOLD	stop	157.00	157.00	113.45
25250014	0728089	S7.1-51.5" STRTCHR STRT-PLAT	2/21/2017	QIHOLD	stop	1.00	1.00	19.03
25250019	0728002	S7- 26" FOOT, PLATINUM	2/16/2017	QI	455274A	1.00	1.00	24.20
25256395	0633099-D	DL12 MIDDLE SLIDE	3/29/2017	QIHOLD	stop	10,272.00	10,272.00	300.06
25258911	0020081	MOTOR - 24V - LA27	3/9/2017	QIHOLD	stop	24.00	24.00	144.10
25262299	0728008	S7 - RH CONNECTOR STRT-BLACK	2/16/2017	QIHOLD	stop	2.00	2.00	13.83
25301974	0611675-A00	DL4S PROFILER,NESTED	5/15/2017	QIHOLD	467321A	2.00	2.00	39.42
25311867	0648655-B01-492	DL6 MIDDLE PROFILE - BLACK	2/15/2017	QIHOLD	stop	2.00	2.00	8.26
25335185	0728039	S7-32" FOOT ASY-RH CORNER-PLAT	3/7/2017	QIHOLD	448959A	2.00	2.00	76.42
25335850	0634118-A122-460	DL12A MIDDLE PROFILE BLACK	2/21/2017	QIHOLD	462225A	27.00	27.00	131.70
25335854	0634120-A125-469	DL12A OUTER PROFILE BLACK	2/21/2017	QIHOLD	458236A	6.00	0.00	36.75
25335854	0634120-A125-469	DL12A OUTER PROFILE BLACK	2/21/2017	QIHOLD	458239A	3.00	0.00	18.38
25335854	0634120-A125-469	DL12A OUTER PROFILE BLACK	2/21/2017	QIHOLD	458240A	6.00	0.00	36.75
25335854	0634120-A125-469	DL12A OUTER PROFILE BLACK	2/21/2017	QIHOLD	466001A	3.00	3.00	18.40
25348337	0648553-A22-635	INNER PROFILE - DL5-WHITE	2/24/2017	QIHOLD	stop	1.00	1.00	6.87
25348562	0728002	S7- 26" FOOT, PLATINUM	3/22/2017	QI	455273A	144.00	144.00	3,484.92
25348562	0728002	S7- 26" FOOT, PLATINUM	3/22/2017	QI	455274A	16.00	16.00	387.21
25348564	0728002	S7- 26" FOOT, PLATINUM	3/22/2017	QI	455274A	34.00	34.00	822.83
25369154	HC22RF2029-C	HC22RF2029-C  AA - "ARROW"	4/26/2017	QIHOLD	462295A	300.00	300.00	2,533.44
25374431	0611675-A00	DL4S PROFILER,NESTED	5/4/2017	QIHOLD	467321A	3.00	3.00	59.13
25375495	3420019-376-00	OUTER TUBE L=376  BLACK	3/17/2017	QIHOLD	stop	2.00	2.00	2.53
25378876	0728039	S7-32" FOOT ASY-RH CORNER-PLAT	2/28/2017	QIHOLD	447573A	9.00	9.00	346.67
25378880	0728039	S7-32" FOOT ASY-RH CORNER-PLAT	3/2/2017	QIHOLD	448593A	15.00	15.00	579.07
25379338	0728039	S7-32" FOOT ASY-RH CORNER-PLAT	2/28/2017	QIHOLD	447573A	1.00	1.00	38.20
25379811	HBGL-U001-00	GLADIATOR S CAPE REMOTE	3/30/2017	QIHOLD	stop	5.00	5.00	51.97
25392023	0728040	S7-32" FOOT ASY-LH CORNER-PLAT	3/2/2017	QIHOLD	448474A	1.00	1.00	28.00
25394601	0728039	S7-32" FOOT ASY-RH CORNER-PLAT	3/7/2017	QIHOLD	448959A	10.00	10.00	397.38
25405229	0648655-B01-450	DL6 MIDDLE PROFILE - BLACK	3/14/2017	QIHOLD	stop	1.00	1.00	4.23
25408967	3420138-275	LA44 Kanban OT STANDARD	3/15/2017	QI	467528A	20.00	20.00	44.69
25418195	034310-A	SAFETY NUT TR16x12	3/7/2017	QIHOLD	stop	43.00	43.00	32.96
25422701	034310-A	SAFETY NUT TR16x12	3/8/2017	QIHOLD	stop	6.00	6.00	4.60
25435303	0634118-A122-460	DL12A MIDDLE PROFILE BLACK	3/17/2017	QIHOLD	458239A	11.00	0.00	55.15
25435303	0634118-A122-460	DL12A MIDDLE PROFILE BLACK	3/17/2017	QIHOLD	466001A	36.00	0.00	180.50
25440713	SMLHBGL-U001-00-A	LP GLADIATOR RF SCPE+REMOTE	5/23/2017	QIHOLD	470143A	0.00	0.00	0.00
25440713	SMLHBGL-U001-00-A	LP GLADIATOR RF SCPE+REMOTE	5/23/2017	QIHOLD	stop	4.00	4.00	41.57
25440714	SMLHBGL-U001-00-A	LP GLADIATOR RF SCPE+REMOTE	5/23/2017	QIHOLD	470143A	0.00	0.00	0.00
25443208	0020288-D	MOTOR - 24V WITH - EMC FILTER	5/11/2017	QIHOLD	466056A	360.00	360.00	3,505.82
25443869	0271130-D	TOPPART IP66 RAL 7016 MINI FIT	4/25/2017	QIHOLD	stop	2.00	2.00	0.39
25443875	0271327-A	TOPPART LA27 RAL 7016 V2	5/11/2017	QIHOLD	stop	6.00	6.00	1.56
25447287	3420019-285-01	OUTER TUBE L=285 GREY	3/31/2017	QIHOLD	stop	1.00	1.00	0.99
25449274	0634116-A124-466	DL12A INNER PROFILE MERLE	3/15/2017	QIHOLD	stop	1.00	1.00	6.20
25456749	0728039	S7-32" FOOT ASY-RH CORNER-PLAT	3/15/2017	QIHOLD	stop	2.00	2.00	77.73
25464085	0634118-A123-460	DL12A MIDDLE PROFILE WHITE	3/20/2017	QIHOLD	458239A	17.00	0.00	86.21
25490722	0634120-A36-469	DL12A OUTER PROFILE PLATINUM	3/23/2017	QIHOLD	stop	1.00	1.00	6.38
25494864	0634118-A122-460	DL12A MIDDLE PROFILE BLACK	3/28/2017	QIHOLD	458236A	3.00	0.00	14.35
25494867	0634120-A125-469	DL12A OUTER PROFILE BLACK	3/28/2017	QIHOLD	466001A	3.00	3.00	18.40
25505456	0648690-A01-523	DL6 INNER PROFILE - BLACK	3/27/2017	QIHOLD	stop	2.00	2.00	13.16
25506008	0021030	STAINLESS STEEL Ø28X1,7RA 0,15	5/12/2017	QIHOLD	stop	348.00	348.00	2,060.86
25521195	0728002	S7- 26" FOOT, PLATINUM	4/19/2017	QIHOLD	stop	4.00	4.00	96.80
25536899	0728002	S7- 26" FOOT, PLATINUM	4/7/2017	QIHOLD	stop	8.00	8.00	193.61
25536910	0648690-A01-481	DL6 INNER PROFILE - BLACK	4/17/2017	QIHOLD	stop	1.00	1.00	6.75
25593977	0634116-A122-466	DL12A INNER PROFILE BLACK	4/17/2017	QIHOLD	458239A	1.00	0.00	6.25
25593977	0634116-A122-466	DL12A INNER PROFILE BLACK	4/17/2017	QIHOLD	458240A	8.00	0.00	48.85
25593977	0634116-A122-466	DL12A INNER PROFILE BLACK	4/17/2017	QIHOLD	462225A	17.00	0.00	103.81
25593977	0634116-A122-466	DL12A INNER PROFILE BLACK	4/17/2017	QIHOLD	466001A	4.00	4.00	24.39
25593982	0634118-A122-460	DL12A MIDDLE PROFILE BLACK	4/17/2017	QIHOLD	458240A	9.00	9.00	44.46
25594002	0634118-A36-460	MIDDLE PROFILE DL12A PLATINUM	4/18/2017	QIHOLD	461592A	71.00	71.00	357.48
25594002	0634118-A36-460	MIDDLE PROFILE DL12A PLATINUM	4/18/2017	QIHOLD	461595A	100.00	100.00	503.49
