	0271107-B	*COM* WORM WHEEL		QIHOLD	stop	0.00	0.00	0.00
25594002	0634118-A36-460	MIDDLE PROFILE DL12A PLATINUM	4/18/2017	QIHOLD	461597A	25.00	25.00	125.87
25594002	0634118-A36-460	MIDDLE PROFILE DL12A PLATINUM	4/18/2017	QIHOLD	461598A	100.00	100.00	503.49
25594002	0634118-A36-460	MIDDLE PROFILE DL12A PLATINUM	4/18/2017	QIHOLD	461599A	11.00	11.00	55.38
25604636	0634118-A36-460	MIDDLE PROFILE DL12A PLATINUM	4/18/2017	QIHOLD	461599A	89.00	89.00	451.19
25604636	0634118-A36-460	MIDDLE PROFILE DL12A PLATINUM	4/18/2017	QIHOLD	461600A	100.00	100.00	507.74
25612281	0634116-A122-466	DL12A INNER PROFILE BLACK	4/20/2017	QIHOLD	466001A	24.00	24.00	144.90
25622711	3430024-118.5-01	INNER TUBE PAINTED LA27	5/5/2017	QIHOLD	stop	7.00	7.00	4.99
25647166	06400DL6-01-001-560A	06400DL6-01-001-560A	5/11/2017	QIHOLD	465732A	0.00	0.00	0.00
25653499	3430006-163.5-5	INNER TUBE LA27 L=163.5MM	5/12/2017	QIHOLD	stop	1.00	1.00	1.10
25653813	3420138-335	LA44  Kanban OT   HP	5/17/2017	QI	467528A	58.00	58.00	186.28
25654730	0634116-A36-466	INNER PROFILE DL12A PLATINUM	5/3/2017	QIHOLD	465626A	3.00	0.00	18.28
25654782	0634116-A36-466	INNER PROFILE DL12A PLATINUM	5/5/2017	QIHOLD	465626A	67.00	58.00	409.25
25681363	3420138-335	LA44  Kanban OT   HP	5/11/2017	QI	467528A	100.00	100.00	321.18
25687518	0634118-A123-460	DL12A MIDDLE PROFILE WHITE	5/9/2017	QIHOLD	462211A	20.00	20.00	97.46
25693589	3430016-560.5-05	INNER TUBE LA27 L=560.5MM	5/19/2017	QIHOLD	stop	0.00	0.00	-0.03
25705333	3420138-274	LA44 Kanban OT    STANDARD	5/16/2017	QI	467528A	80.00	80.00	214.75
25721421	3430016-560.5-05	INNER TUBE LA27 L=560.5MM	5/26/2017	QIHOLD	stop	0.00	0.00	-0.04
25723549	0634118-A123-460	DL12A MIDDLE PROFILE WHITE	5/16/2017	QIHOLD	462211A	59.00	59.00	289.52
25734995	SMLDPSC-U003-01-A	SMLSIMPLE OLOGY SWITCH WITH BB	5/15/2017	QIHOLD	stop	22.00	22.00	66.28
25755141	0634116-A36-466	INNER PROFILE DL12A PLATINUM	5/24/2017	QIHOLD	stop	2.00	2.00	11.08
25755447	0634116-A36-466	INNER PROFILE DL12A PLATINUM	5/22/2017	QIHOLD	stop	0.00	0.00	0.71
25762789	SMLDPSC-U003-01-A	SMLSIMPLE OLOGY SWITCH WITH BB	5/19/2017	QIHOLD	stop	100.00	100.00	343.64
25769680	3420138-274	LA44 Kanban OT    STANDARD	5/22/2017	QI	467528A	16.00	16.00	69.52
25800790	0634118-A36-460	MIDDLE PROFILE DL12A PLATINUM	5/26/2017	QIHOLD	467307A	44.00	44.00	254.36
25800790	0634118-A36-460	MIDDLE PROFILE DL12A PLATINUM	5/26/2017	QIHOLD	470505A	100.00	100.00	578.09
25800790	0634118-A36-460	MIDDLE PROFILE DL12A PLATINUM	5/26/2017	QIHOLD	470614A	56.00	56.00	323.73
25805440	0634118-A36-460	MIDDLE PROFILE DL12A PLATINUM	5/30/2017	QIHOLD	467307A	33.00	33.00	157.29
25805440	0634118-A36-460	MIDDLE PROFILE DL12A PLATINUM	5/30/2017	QIHOLD	470614A	44.00	44.00	209.98
25805440	0634118-A36-460	MIDDLE PROFILE DL12A PLATINUM	5/30/2017	QIHOLD	470615A	100.00	100.00	477.22
25805440	0634118-A36-460	MIDDLE PROFILE DL12A PLATINUM	5/30/2017	QIHOLD	470617A	43.00	43.00	205.21
25819704	SMLDPSC-U003-01-A	SMLSIMPLE OLOGY SWITCH WITH BB	5/31/2017	QIHOLD	stop	68.00	68.00	204.88
25821629	0728089	S7.1-51.5" STRTCHR STRT-PLAT	5/31/2017	QIHOLD	stop	1.00	1.00	19.15
